turn,player,move,board,winner
13,Black,58,"['?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '.', '.', '.', '.', '.', '.', '.', '.', '?', '?', '.', '.', '.', '.', '.', '.', '.', '.', '?', '?', '.', '.', '.', '.', '.', '.', '.', '.', '?', '?', '.', '.', 'Black', 'Black', 'Black', '.', '.', '.', '?', '?', '.', '.', '.', 'Black', 'Black', 'Black', 'Black', 'Black', '?', '?', '.', '.', '.', '.', 'Black', 'White', 'White', 'Black', '?', '?', '.', '.', '.', '.', '.', '.', 'White', 'Black', '?', '?', '.', '.', '.', '.', '.', 'White', 'White', 'White', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?']",Controller White
14,White,48,"['?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '.', '.', '.', '.', '.', '.', '.', '.', '?', '?', '.', '.', '.', '.', '.', '.', '.', '.', '?', '?', '.', '.', '.', '.', '.', '.', '.', '.', '?', '?', '.', '.', 'Black', 'Black', 'Black', '.', '.', 'White', '?', '?', '.', '.', '.', 'Black', 'Black', 'Black', 'White', 'White', '?', '?', '.', '.', '.', '.', 'Black', 'White', 'White', 'White', '?', '?', '.', '.', '.', '.', '.', '.', 'White', 'White', '?', '?', '.', '.', '.', '.', '.', 'White', 'White', 'White', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?']",Controller White
15,Black,76,"['?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '.', '.', '.', '.', '.', '.', '.', '.', '?', '?', '.', '.', '.', '.', '.', '.', '.', '.', '?', '?', '.', '.', '.', '.', '.', '.', '.', '.', '?', '?', '.', '.', 'Black', 'Black', 'Black', '.', '.', 'White', '?', '?', '.', '.', '.', 'Black', 'Black', 'Black', 'White', 'White', '?', '?', '.', '.', '.', '.', 'Black', 'Black', 'White', 'White', '?', '?', '.', '.', '.', '.', '.', 'Black', 'White', 'White', '?', '?', '.', '.', '.', '.', '.', 'White', 'White', 'White', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?']",Controller White
16,White,46,"['?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '.', '.', '.', '.', '.', '.', '.', '.', '?', '?', '.', '.', '.', '.', '.', '.', '.', '.', '?', '?', '.', '.', '.', '.', '.', '.', '.', '.', '?', '?', '.', '.', 'Black', 'Black', 'Black', 'White', '.', 'White', '?', '?', '.', '.', '.', 'Black', 'Black', 'White', 'White', 'White', '?', '?', '.', '.', '.', '.', 'Black', 'White', 'White', 'White', '?', '?', '.', '.', '.', '.', '.', 'White', 'White', 'White', '?', '?', '.', '.', '.', '.', '.', 'White', 'White', 'White', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?']",Controller White
17,Black,37,"['?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '.', '.', '.', '.', '.', '.', '.', '.', '?', '?', '.', '.', '.', '.', '.', '.', '.', '.', '?', '?', '.', '.', '.', '.', '.', '.', 'Black', '.', '?', '?', '.', '.', 'Black', 'Black', 'Black', 'Black', '.', 'White', '?', '?', '.', '.', '.', 'Black', 'Black', 'White', 'White', 'White', '?', '?', '.', '.', '.', '.', 'Black', 'White', 'White', 'White', '?', '?', '.', '.', '.', '.', '.', 'White', 'White', 'White', '?', '?', '.', '.', '.', '.', '.', 'White', 'White', 'White', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?']",Controller White
18,White,35,"['?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '.', '.', '.', '.', '.', '.', '.', '.', '?', '?', '.', '.', '.', '.', '.', '.', '.', '.', '?', '?', '.', '.', '.', '.', 'White', '.', 'Black', '.', '?', '?', '.', '.', 'Black', 'Black', 'Black', 'White', '.', 'White', '?', '?', '.', '.', '.', 'Black', 'Black', 'White', 'White', 'White', '?', '?', '.', '.', '.', '.', 'Black', 'White', 'White', 'White', '?', '?', '.', '.', '.', '.', '.', 'White', 'White', 'White', '?', '?', '.', '.', '.', '.', '.', 'White', 'White', 'White', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?']",Controller White
19,Black,47,"['?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '.', '.', '.', '.', '.', '.', '.', '.', '?', '?', '.', '.', '.', '.', '.', '.', '.', '.', '?', '?', '.', '.', '.', '.', 'White', '.', 'Black', '.', '?', '?', '.', '.', 'Black', 'Black', 'Black', 'Black', 'Black', 'White', '?', '?', '.', '.', '.', 'Black', 'Black', 'Black', 'White', 'White', '?', '?', '.', '.', '.', '.', 'Black', 'White', 'White', 'White', '?', '?', '.', '.', '.', '.', '.', 'White', 'White', 'White', '?', '?', '.', '.', '.', '.', '.', 'White', 'White', 'White', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?']",Controller White
20,White,36,"['?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '.', '.', '.', '.', '.', '.', '.', '.', '?', '?', '.', '.', '.', '.', '.', '.', '.', '.', '?', '?', '.', '.', '.', '.', 'White', 'White', 'Black', '.', '?', '?', '.', '.', 'Black', 'Black', 'Black', 'White', 'White', 'White', '?', '?', '.', '.', '.', 'Black', 'Black', 'White', 'White', 'White', '?', '?', '.', '.', '.', '.', 'Black', 'White', 'White', 'White', '?', '?', '.', '.', '.', '.', '.', 'White', 'White', 'White', '?', '?', '.', '.', '.', '.', '.', 'White', 'White', 'White', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?']",Controller White
21,Black,38,"['?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '.', '.', '.', '.', '.', '.', '.', '.', '?', '?', '.', '.', '.', '.', '.', '.', '.', '.', '?', '?', '.', '.', '.', '.', 'White', 'White', 'Black', 'Black', '?', '?', '.', '.', 'Black', 'Black', 'Black', 'White', 'Black', 'White', '?', '?', '.', '.', '.', 'Black', 'Black', 'Black', 'White', 'White', '?', '?', '.', '.', '.', '.', 'Black', 'White', 'White', 'White', '?', '?', '.', '.', '.', '.', '.', 'White', 'White', 'White', '?', '?', '.', '.', '.', '.', '.', 'White', 'White', 'White', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?']",Controller White
22,White,28,"['?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '.', '.', '.', '.', '.', '.', '.', '.', '?', '?', '.', '.', '.', '.', '.', '.', '.', 'White', '?', '?', '.', '.', '.', '.', 'White', 'White', 'White', 'White', '?', '?', '.', '.', 'Black', 'Black', 'Black', 'White', 'Black', 'White', '?', '?', '.', '.', '.', 'Black', 'Black', 'Black', 'White', 'White', '?', '?', '.', '.', '.', '.', 'Black', 'White', 'White', 'White', '?', '?', '.', '.', '.', '.', '.', 'White', 'White', 'White', '?', '?', '.', '.', '.', '.', '.', 'White', 'White', 'White', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?']",Controller White
23,Black,25,"['?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '.', '.', '.', '.', '.', '.', '.', '.', '?', '?', '.', '.', '.', '.', 'Black', '.', '.', 'White', '?', '?', '.', '.', '.', '.', 'Black', 'Black', 'White', 'White', '?', '?', '.', '.', 'Black', 'Black', 'Black', 'White', 'Black', 'White', '?', '?', '.', '.', '.', 'Black', 'Black', 'Black', 'White', 'White', '?', '?', '.', '.', '.', '.', 'Black', 'White', 'White', 'White', '?', '?', '.', '.', '.', '.', '.', 'White', 'White', 'White', '?', '?', '.', '.', '.', '.', '.', 'White', 'White', 'White', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?']",Controller White
24,White,26,"['?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '.', '.', '.', '.', '.', '.', '.', '.', '?', '?', '.', '.', '.', '.', 'Black', 'White', '.', 'White', '?', '?', '.', '.', '.', '.', 'Black', 'White', 'White', 'White', '?', '?', '.', '.', 'Black', 'Black', 'Black', 'White', 'Black', 'White', '?', '?', '.', '.', '.', 'Black', 'Black', 'Black', 'White', 'White', '?', '?', '.', '.', '.', '.', 'Black', 'White', 'White', 'White', '?', '?', '.', '.', '.', '.', '.', 'White', 'White', 'White', '?', '?', '.', '.', '.', '.', '.', 'White', 'White', 'White', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?']",Controller White
25,Black,16,"['?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '.', '.', '.', '.', '.', 'Black', '.', '.', '?', '?', '.', '.', '.', '.', 'Black', 'Black', '.', 'White', '?', '?', '.', '.', '.', '.', 'Black', 'Black', 'White', 'White', '?', '?', '.', '.', 'Black', 'Black', 'Black', 'Black', 'Black', 'White', '?', '?', '.', '.', '.', 'Black', 'Black', 'Black', 'White', 'White', '?', '?', '.', '.', '.', '.', 'Black', 'White', 'White', 'White', '?', '?', '.', '.', '.', '.', '.', 'White', 'White', 'White', '?', '?', '.', '.', '.', '.', '.', 'White', 'White', 'White', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?']",Controller White
26,White,74,"['?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '.', '.', '.', '.', '.', 'Black', '.', '.', '?', '?', '.', '.', '.', '.', 'Black', 'Black', '.', 'White', '?', '?', '.', '.', '.', '.', 'Black', 'Black', 'White', 'White', '?', '?', '.', '.', 'Black', 'Black', 'Black', 'Black', 'White', 'White', '?', '?', '.', '.', '.', 'Black', 'Black', 'White', 'White', 'White', '?', '?', '.', '.', '.', '.', 'White', 'White', 'White', 'White', '?', '?', '.', '.', '.', 'White', '.', 'White', 'White', 'White', '?', '?', '.', '.', '.', '.', '.', 'White', 'White', 'White', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?']",Controller White
27,Black,75,"['?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '.', '.', '.', '.', '.', 'Black', '.', '.', '?', '?', '.', '.', '.', '.', 'Black', 'Black', '.', 'White', '?', '?', '.', '.', '.', '.', 'Black', 'Black', 'White', 'White', '?', '?', '.', '.', 'Black', 'Black', 'Black', 'Black', 'White', 'White', '?', '?', '.', '.', '.', 'Black', 'Black', 'White', 'White', 'White', '?', '?', '.', '.', '.', '.', 'Black', 'White', 'White', 'White', '?', '?', '.', '.', '.', 'White', 'Black', 'White', 'White', 'White', '?', '?', '.', '.', '.', '.', '.', 'White', 'White', 'White', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?']",Controller White
28,White,84,"['?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '.', '.', '.', '.', '.', 'Black', '.', '.', '?', '?', '.', '.', '.', '.', 'Black', 'Black', '.', 'White', '?', '?', '.', '.', '.', '.', 'Black', 'Black', 'White', 'White', '?', '?', '.', '.', 'Black', 'Black', 'Black', 'Black', 'White', 'White', '?', '?', '.', '.', '.', 'Black', 'Black', 'White', 'White', 'White', '?', '?', '.', '.', '.', '.', 'Black', 'White', 'White', 'White', '?', '?', '.', '.', '.', 'White', 'White', 'White', 'White', 'White', '?', '?', '.', '.', '.', 'White', '.', 'White', 'White', 'White', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?']",Controller White
29,Black,85,"['?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '.', '.', '.', '.', '.', 'Black', '.', '.', '?', '?', '.', '.', '.', '.', 'Black', 'Black', '.', 'White', '?', '?', '.', '.', '.', '.', 'Black', 'Black', 'White', 'White', '?', '?', '.', '.', 'Black', 'Black', 'Black', 'Black', 'White', 'White', '?', '?', '.', '.', '.', 'Black', 'Black', 'White', 'White', 'White', '?', '?', '.', '.', '.', '.', 'Black', 'White', 'White', 'White', '?', '?', '.', '.', '.', 'White', 'Black', 'White', 'White', 'White', '?', '?', '.', '.', '.', 'White', 'Black', 'White', 'White', 'White', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?']",Controller White
30,White,64,"['?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '.', '.', '.', '.', '.', 'Black', '.', '.', '?', '?', '.', '.', '.', '.', 'Black', 'Black', '.', 'White', '?', '?', '.', '.', '.', '.', 'Black', 'Black', 'White', 'White', '?', '?', '.', '.', 'Black', 'Black', 'Black', 'White', 'White', 'White', '?', '?', '.', '.', '.', 'Black', 'White', 'White', 'White', 'White', '?', '?', '.', '.', '.', 'White', 'White', 'White', 'White', 'White', '?', '?', '.', '.', '.', 'White', 'White', 'White', 'White', 'White', '?', '?', '.', '.', '.', 'White', 'Black', 'White', 'White', 'White', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?']",Controller White
31,Black,83,"['?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '.', '.', '.', '.', '.', 'Black', '.', '.', '?', '?', '.', '.', '.', '.', 'Black', 'Black', '.', 'White', '?', '?', '.', '.', '.', '.', 'Black', 'Black', 'White', 'White', '?', '?', '.', '.', 'Black', 'Black', 'Black', 'White', 'White', 'White', '?', '?', '.', '.', '.', 'Black', 'White', 'White', 'White', 'White', '?', '?', '.', '.', '.', 'White', 'White', 'White', 'White', 'White', '?', '?', '.', '.', '.', 'White', 'White', 'White', 'White', 'White', '?', '?', '.', '.', 'Black', 'Black', 'Black', 'White', 'White', 'White', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?']",Controller White
32,White,53,"['?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '.', '.', '.', '.', '.', 'Black', '.', '.', '?', '?', '.', '.', '.', '.', 'Black', 'Black', '.', 'White', '?', '?', '.', '.', '.', '.', 'Black', 'Black', 'White', 'White', '?', '?', '.', '.', 'Black', 'Black', 'Black', 'White', 'White', 'White', '?', '?', '.', '.', 'White', 'White', 'White', 'White', 'White', 'White', '?', '?', '.', '.', '.', 'White', 'White', 'White', 'White', 'White', '?', '?', '.', '.', '.', 'White', 'White', 'White', 'White', 'White', '?', '?', '.', '.', 'Black', 'Black', 'Black', 'White', 'White', 'White', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?']",Controller White
33,Black,63,"['?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '.', '.', '.', '.', '.', 'Black', '.', '.', '?', '?', '.', '.', '.', '.', 'Black', 'Black', '.', 'White', '?', '?', '.', '.', '.', '.', 'Black', 'Black', 'White', 'White', '?', '?', '.', '.', 'Black', 'Black', 'Black', 'White', 'White', 'White', '?', '?', '.', '.', 'Black', 'Black', 'White', 'White', 'White', 'White', '?', '?', '.', '.', 'Black', 'White', 'White', 'White', 'White', 'White', '?', '?', '.', '.', '.', 'Black', 'White', 'White', 'White', 'White', '?', '?', '.', '.', 'Black', 'Black', 'Black', 'White', 'White', 'White', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?']",Controller White
34,White,73,"['?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '.', '.', '.', '.', '.', 'Black', '.', '.', '?', '?', '.', '.', '.', '.', 'Black', 'Black', '.', 'White', '?', '?', '.', '.', '.', '.', 'Black', 'Black', 'White', 'White', '?', '?', '.', '.', 'Black', 'Black', 'Black', 'White', 'White', 'White', '?', '?', '.', '.', 'Black', 'Black', 'White', 'White', 'White', 'White', '?', '?', '.', '.', 'Black', 'White', 'White', 'White', 'White', 'White', '?', '?', '.', '.', 'White', 'White', 'White', 'White', 'White', 'White', '?', '?', '.', '.', 'Black', 'Black', 'Black', 'White', 'White', 'White', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?']",Controller White
35,Black,62,"['?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '.', '.', '.', '.', '.', 'Black', '.', '.', '?', '?', '.', '.', '.', '.', 'Black', 'Black', '.', 'White', '?', '?', '.', '.', '.', '.', 'Black', 'Black', 'White', 'White', '?', '?', '.', '.', 'Black', 'Black', 'Black', 'White', 'White', 'White', '?', '?', '.', '.', 'Black', 'Black', 'White', 'White', 'White', 'White', '?', '?', '.', 'Black', 'Black', 'White', 'White', 'White', 'White', 'White', '?', '?', '.', '.', 'Black', 'White', 'White', 'White', 'White', 'White', '?', '?', '.', '.', 'Black', 'Black', 'Black', 'White', 'White', 'White', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?']",Controller White
36,White,72,"['?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '.', '.', '.', '.', '.', 'Black', '.', '.', '?', '?', '.', '.', '.', '.', 'Black', 'Black', '.', 'White', '?', '?', '.', '.', '.', '.', 'Black', 'Black', 'White', 'White', '?', '?', '.', '.', 'Black', 'Black', 'Black', 'White', 'White', 'White', '?', '?', '.', '.', 'Black', 'Black', 'White', 'White', 'White', 'White', '?', '?', '.', 'Black', 'Black', 'White', 'White', 'White', 'White', 'White', '?', '?', '.', 'White', 'White', 'White', 'White', 'White', 'White', 'White', '?', '?', '.', '.', 'Black', 'Black', 'Black', 'White', 'White', 'White', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?']",Controller White
37,Black,61,"['?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '.', '.', '.', '.', '.', 'Black', '.', '.', '?', '?', '.', '.', '.', '.', 'Black', 'Black', '.', 'White', '?', '?', '.', '.', '.', '.', 'Black', 'Black', 'White', 'White', '?', '?', '.', '.', 'Black', 'Black', 'Black', 'White', 'White', 'White', '?', '?', '.', '.', 'Black', 'Black', 'White', 'White', 'White', 'White', '?', '?', 'Black', 'Black', 'Black', 'White', 'White', 'White', 'White', 'White', '?', '?', '.', 'Black', 'White', 'White', 'White', 'White', 'White', 'White', '?', '?', '.', '.', 'Black', 'Black', 'Black', 'White', 'White', 'White', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?']",Controller White
38,White,52,"['?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '.', '.', '.', '.', '.', 'Black', '.', '.', '?', '?', '.', '.', '.', '.', 'Black', 'Black', '.', 'White', '?', '?', '.', '.', '.', '.', 'Black', 'Black', 'White', 'White', '?', '?', '.', '.', 'Black', 'Black', 'Black', 'White', 'White', 'White', '?', '?', '.', 'White', 'White', 'White', 'White', 'White', 'White', 'White', '?', '?', 'Black', 'Black', 'White', 'White', 'White', 'White', 'White', 'White', '?', '?', '.', 'Black', 'White', 'White', 'White', 'White', 'White', 'White', '?', '?', '.', '.', 'Black', 'Black', 'Black', 'White', 'White', 'White', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?']",Controller White
39,Black,42,"['?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '.', '.', '.', '.', '.', 'Black', '.', '.', '?', '?', '.', '.', '.', '.', 'Black', 'Black', '.', 'White', '?', '?', '.', '.', '.', '.', 'Black', 'Black', 'White', 'White', '?', '?', '.', 'Black', 'Black', 'Black', 'Black', 'White', 'White', 'White', '?', '?', '.', 'Black', 'White', 'White', 'White', 'White', 'White', 'White', '?', '?', 'Black', 'Black', 'White', 'White', 'White', 'White', 'White', 'White', '?', '?', '.', 'Black', 'White', 'White', 'White', 'White', 'White', 'White', '?', '?', '.', '.', 'Black', 'Black', 'Black', 'White', 'White', 'White', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?']",Controller White
