turn,player,move,board,winner
11,Black,77,"['?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '.', '.', '.', '.', '.', '.', '.', '.', '?', '?', '.', '.', '.', '.', '.', '.', '.', '.', '?', '?', '.', '.', '.', '.', '.', '.', 'Black', '.', '?', '?', '.', '.', '.', 'White', 'White', 'White', 'White', '.', '?', '?', '.', 'Black', 'Black', 'White', 'Black', 'White', '.', '.', '?', '?', '.', '.', 'White', 'White', 'White', 'Black', '.', '.', '?', '?', '.', '.', '.', '.', '.', '.', 'Black', '.', '?', '?', '.', '.', '.', '.', '.', '.', '.', '.', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?']",Controller White
12,White,67,"['?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '.', '.', '.', '.', '.', '.', '.', '.', '?', '?', '.', '.', '.', '.', '.', '.', '.', '.', '?', '?', '.', '.', '.', '.', '.', '.', 'Black', '.', '?', '?', '.', '.', '.', 'White', 'White', 'White', 'White', '.', '?', '?', '.', 'Black', 'Black', 'White', 'Black', 'White', '.', '.', '?', '?', '.', '.', 'White', 'White', 'White', 'White', 'White', '.', '?', '?', '.', '.', '.', '.', '.', '.', 'Black', '.', '?', '?', '.', '.', '.', '.', '.', '.', '.', '.', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?']",Controller White
13,Black,73,"['?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '.', '.', '.', '.', '.', '.', '.', '.', '?', '?', '.', '.', '.', '.', '.', '.', '.', '.', '?', '?', '.', '.', '.', '.', '.', '.', 'Black', '.', '?', '?', '.', '.', '.', 'White', 'White', 'White', 'White', '.', '?', '?', '.', 'Black', 'Black', 'White', 'Black', 'White', '.', '.', '?', '?', '.', '.', 'Black', 'Black', 'White', 'White', 'White', '.', '?', '?', '.', '.', 'Black', '.', '.', '.', 'Black', '.', '?', '?', '.', '.', '.', '.', '.', '.', '.', '.', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?']",Controller White
14,White,62,"['?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '.', '.', '.', '.', '.', '.', '.', '.', '?', '?', '.', '.', '.', '.', '.', '.', '.', '.', '?', '?', '.', '.', '.', '.', '.', '.', 'Black', '.', '?', '?', '.', '.', '.', 'White', 'White', 'White', 'White', '.', '?', '?', '.', 'Black', 'White', 'White', 'Black', 'White', '.', '.', '?', '?', '.', 'White', 'White', 'White', 'White', 'White', 'White', '.', '?', '?', '.', '.', 'Black', '.', '.', '.', 'Black', '.', '?', '?', '.', '.', '.', '.', '.', '.', '.', '.', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?']",Controller White
15,Black,51,"['?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '.', '.', '.', '.', '.', '.', '.', '.', '?', '?', '.', '.', '.', '.', '.', '.', '.', '.', '?', '?', '.', '.', '.', '.', '.', '.', 'Black', '.', '?', '?', '.', '.', '.', 'White', 'White', 'White', 'White', '.', '?', '?', 'Black', 'Black', 'White', 'White', 'Black', 'White', '.', '.', '?', '?', '.', 'Black', 'White', 'White', 'White', 'White', 'White', '.', '?', '?', '.', '.', 'Black', '.', '.', '.', 'Black', '.', '?', '?', '.', '.', '.', '.', '.', '.', '.', '.', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?']",Controller White
16,White,28,"['?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '.', '.', '.', '.', '.', '.', '.', '.', '?', '?', '.', '.', '.', '.', '.', '.', '.', 'White', '?', '?', '.', '.', '.', '.', '.', '.', 'White', '.', '?', '?', '.', '.', '.', 'White', 'White', 'White', 'White', '.', '?', '?', 'Black', 'Black', 'White', 'White', 'Black', 'White', '.', '.', '?', '?', '.', 'Black', 'White', 'White', 'White', 'White', 'White', '.', '?', '?', '.', '.', 'Black', '.', '.', '.', 'Black', '.', '?', '?', '.', '.', '.', '.', '.', '.', '.', '.', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?']",Controller White
17,Black,74,"['?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '.', '.', '.', '.', '.', '.', '.', '.', '?', '?', '.', '.', '.', '.', '.', '.', '.', 'White', '?', '?', '.', '.', '.', '.', '.', '.', 'White', '.', '?', '?', '.', '.', '.', 'White', 'White', 'White', 'White', '.', '?', '?', 'Black', 'Black', 'White', 'White', 'Black', 'White', '.', '.', '?', '?', '.', 'Black', 'Black', 'White', 'White', 'White', 'White', '.', '?', '?', '.', '.', 'Black', 'Black', '.', '.', 'Black', '.', '?', '?', '.', '.', '.', '.', '.', '.', '.', '.', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?']",Controller White
18,White,61,"['?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '.', '.', '.', '.', '.', '.', '.', '.', '?', '?', '.', '.', '.', '.', '.', '.', '.', 'White', '?', '?', '.', '.', '.', '.', '.', '.', 'White', '.', '?', '?', '.', '.', '.', 'White', 'White', 'White', 'White', '.', '?', '?', 'Black', 'Black', 'White', 'White', 'Black', 'White', '.', '.', '?', '?', 'White', 'White', 'White', 'White', 'White', 'White', 'White', '.', '?', '?', '.', '.', 'Black', 'Black', '.', '.', 'Black', '.', '?', '?', '.', '.', '.', '.', '.', '.', '.', '.', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?']",Controller White
19,Black,71,"['?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '.', '.', '.', '.', '.', '.', '.', '.', '?', '?', '.', '.', '.', '.', '.', '.', '.', 'White', '?', '?', '.', '.', '.', '.', '.', '.', 'White', '.', '?', '?', '.', '.', '.', 'White', 'White', 'White', 'White', '.', '?', '?', 'Black', 'Black', 'White', 'White', 'Black', 'White', '.', '.', '?', '?', 'Black', 'White', 'White', 'White', 'White', 'White', 'White', '.', '?', '?', 'Black', '.', 'Black', 'Black', '.', '.', 'Black', '.', '?', '?', '.', '.', '.', '.', '.', '.', '.', '.', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?']",Controller White
20,White,85,"['?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '.', '.', '.', '.', '.', '.', '.', '.', '?', '?', '.', '.', '.', '.', '.', '.', '.', 'White', '?', '?', '.', '.', '.', '.', '.', '.', 'White', '.', '?', '?', '.', '.', '.', 'White', 'White', 'White', 'White', '.', '?', '?', 'Black', 'Black', 'White', 'White', 'Black', 'White', '.', '.', '?', '?', 'Black', 'White', 'White', 'White', 'White', 'White', 'White', '.', '?', '?', 'Black', '.', 'Black', 'White', '.', '.', 'Black', '.', '?', '?', '.', '.', '.', '.', 'White', '.', '.', '.', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?']",Controller White
21,Black,72,"['?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '.', '.', '.', '.', '.', '.', '.', '.', '?', '?', '.', '.', '.', '.', '.', '.', '.', 'White', '?', '?', '.', '.', '.', '.', '.', '.', 'White', '.', '?', '?', '.', '.', '.', 'White', 'White', 'White', 'White', '.', '?', '?', 'Black', 'Black', 'White', 'White', 'Black', 'White', '.', '.', '?', '?', 'Black', 'Black', 'White', 'White', 'White', 'White', 'White', '.', '?', '?', 'Black', 'Black', 'Black', 'White', '.', '.', 'Black', '.', '?', '?', '.', '.', '.', '.', 'White', '.', '.', '.', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?']",Controller White
22,White,88,"['?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '.', '.', '.', '.', '.', '.', '.', '.', '?', '?', '.', '.', '.', '.', '.', '.', '.', 'White', '?', '?', '.', '.', '.', '.', '.', '.', 'White', '.', '?', '?', '.', '.', '.', 'White', 'White', 'White', 'White', '.', '?', '?', 'Black', 'Black', 'White', 'White', 'Black', 'White', '.', '.', '?', '?', 'Black', 'Black', 'White', 'White', 'White', 'White', 'White', '.', '?', '?', 'Black', 'Black', 'Black', 'White', '.', '.', 'White', '.', '?', '?', '.', '.', '.', '.', 'White', '.', '.', 'White', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?']",Controller White
23,Black,68,"['?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '.', '.', '.', '.', '.', '.', '.', '.', '?', '?', '.', '.', '.', '.', '.', '.', '.', 'White', '?', '?', '.', '.', '.', '.', '.', '.', 'White', '.', '?', '?', '.', '.', '.', 'White', 'White', 'White', 'White', '.', '?', '?', 'Black', 'Black', 'White', 'White', 'Black', 'White', '.', '.', '?', '?', 'Black', 'Black', 'Black', 'Black', 'Black', 'Black', 'Black', 'Black', '?', '?', 'Black', 'Black', 'Black', 'White', '.', '.', 'White', '.', '?', '?', '.', '.', '.', '.', 'White', '.', '.', 'White', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?']",Controller White
24,White,82,"['?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '.', '.', '.', '.', '.', '.', '.', '.', '?', '?', '.', '.', '.', '.', '.', '.', '.', 'White', '?', '?', '.', '.', '.', '.', '.', '.', 'White', '.', '?', '?', '.', '.', '.', 'White', 'White', 'White', 'White', '.', '?', '?', 'Black', 'Black', 'White', 'White', 'White', 'White', '.', '.', '?', '?', 'Black', 'Black', 'Black', 'White', 'Black', 'Black', 'Black', 'Black', '?', '?', 'Black', 'Black', 'White', 'White', '.', '.', 'White', '.', '?', '?', '.', 'White', '.', '.', 'White', '.', '.', 'White', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?']",Controller White
25,Black,87,"['?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '.', '.', '.', '.', '.', '.', '.', '.', '?', '?', '.', '.', '.', '.', '.', '.', '.', 'White', '?', '?', '.', '.', '.', '.', '.', '.', 'White', '.', '?', '?', '.', '.', '.', 'White', 'White', 'White', 'White', '.', '?', '?', 'Black', 'Black', 'White', 'White', 'White', 'White', '.', '.', '?', '?', 'Black', 'Black', 'Black', 'White', 'Black', 'Black', 'Black', 'Black', '?', '?', 'Black', 'Black', 'White', 'White', '.', '.', 'Black', '.', '?', '?', '.', 'White', '.', '.', 'White', '.', 'Black', 'White', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?']",Controller White
26,White,78,"['?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '.', '.', '.', '.', '.', '.', '.', '.', '?', '?', '.', '.', '.', '.', '.', '.', '.', 'White', '?', '?', '.', '.', '.', '.', '.', '.', 'White', '.', '?', '?', '.', '.', '.', 'White', 'White', 'White', 'White', '.', '?', '?', 'Black', 'Black', 'White', 'White', 'White', 'White', '.', '.', '?', '?', 'Black', 'Black', 'Black', 'White', 'Black', 'Black', 'White', 'Black', '?', '?', 'Black', 'Black', 'White', 'White', '.', '.', 'Black', 'White', '?', '?', '.', 'White', '.', '.', 'White', '.', 'Black', 'White', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?']",Controller White
27,Black,84,"['?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '.', '.', '.', '.', '.', '.', '.', '.', '?', '?', '.', '.', '.', '.', '.', '.', '.', 'White', '?', '?', '.', '.', '.', '.', '.', '.', 'White', '.', '?', '?', '.', '.', '.', 'White', 'White', 'White', 'White', '.', '?', '?', 'Black', 'Black', 'White', 'White', 'White', 'White', '.', '.', '?', '?', 'Black', 'Black', 'Black', 'White', 'Black', 'Black', 'White', 'Black', '?', '?', 'Black', 'Black', 'Black', 'White', '.', '.', 'Black', 'White', '?', '?', '.', 'White', '.', 'Black', 'White', '.', 'Black', 'White', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?']",Controller White
28,White,83,"['?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '.', '.', '.', '.', '.', '.', '.', '.', '?', '?', '.', '.', '.', '.', '.', '.', '.', 'White', '?', '?', '.', '.', '.', '.', '.', '.', 'White', '.', '?', '?', '.', '.', '.', 'White', 'White', 'White', 'White', '.', '?', '?', 'Black', 'Black', 'White', 'White', 'White', 'White', '.', '.', '?', '?', 'Black', 'Black', 'White', 'White', 'Black', 'Black', 'White', 'Black', '?', '?', 'Black', 'Black', 'White', 'White', '.', '.', 'Black', 'White', '?', '?', '.', 'White', 'White', 'White', 'White', '.', 'Black', 'White', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?']",Controller White
29,Black,75,"['?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '.', '.', '.', '.', '.', '.', '.', '.', '?', '?', '.', '.', '.', '.', '.', '.', '.', 'White', '?', '?', '.', '.', '.', '.', '.', '.', 'White', '.', '?', '?', '.', '.', '.', 'White', 'White', 'White', 'White', '.', '?', '?', 'Black', 'Black', 'White', 'White', 'White', 'White', '.', '.', '?', '?', 'Black', 'Black', 'White', 'White', 'Black', 'Black', 'White', 'Black', '?', '?', 'Black', 'Black', 'Black', 'Black', 'Black', '.', 'Black', 'White', '?', '?', '.', 'White', 'White', 'White', 'White', '.', 'Black', 'White', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?']",Controller White
30,White,58,"['?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '.', '.', '.', '.', '.', '.', '.', '.', '?', '?', '.', '.', '.', '.', '.', '.', '.', 'White', '?', '?', '.', '.', '.', '.', '.', '.', 'White', '.', '?', '?', '.', '.', '.', 'White', 'White', 'White', 'White', '.', '?', '?', 'Black', 'Black', 'White', 'White', 'White', 'White', '.', 'White', '?', '?', 'Black', 'Black', 'White', 'White', 'Black', 'Black', 'White', 'White', '?', '?', 'Black', 'Black', 'Black', 'Black', 'Black', '.', 'Black', 'White', '?', '?', '.', 'White', 'White', 'White', 'White', '.', 'Black', 'White', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?']",Controller White
31,Black,57,"['?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '.', '.', '.', '.', '.', '.', '.', '.', '?', '?', '.', '.', '.', '.', '.', '.', '.', 'White', '?', '?', '.', '.', '.', '.', '.', '.', 'White', '.', '?', '?', '.', '.', '.', 'White', 'White', 'White', 'White', '.', '?', '?', 'Black', 'Black', 'Black', 'Black', 'Black', 'Black', 'Black', 'White', '?', '?', 'Black', 'Black', 'White', 'White', 'Black', 'Black', 'Black', 'White', '?', '?', 'Black', 'Black', 'Black', 'Black', 'Black', '.', 'Black', 'White', '?', '?', '.', 'White', 'White', 'White', 'White', '.', 'Black', 'White', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?']",Controller White
32,White,81,"['?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '.', '.', '.', '.', '.', '.', '.', '.', '?', '?', '.', '.', '.', '.', '.', '.', '.', 'White', '?', '?', '.', '.', '.', '.', '.', '.', 'White', '.', '?', '?', '.', '.', '.', 'White', 'White', 'White', 'White', '.', '?', '?', 'Black', 'Black', 'Black', 'Black', 'Black', 'Black', 'Black', 'White', '?', '?', 'Black', 'Black', 'White', 'White', 'Black', 'Black', 'Black', 'White', '?', '?', 'Black', 'White', 'Black', 'Black', 'Black', '.', 'Black', 'White', '?', '?', 'White', 'White', 'White', 'White', 'White', '.', 'Black', 'White', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?']",Controller White
33,Black,38,"['?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '.', '.', '.', '.', '.', '.', '.', '.', '?', '?', '.', '.', '.', '.', '.', '.', '.', 'White', '?', '?', '.', '.', '.', '.', '.', '.', 'White', 'Black', '?', '?', '.', '.', '.', 'White', 'White', 'White', 'Black', '.', '?', '?', 'Black', 'Black', 'Black', 'Black', 'Black', 'Black', 'Black', 'White', '?', '?', 'Black', 'Black', 'White', 'White', 'Black', 'Black', 'Black', 'White', '?', '?', 'Black', 'White', 'Black', 'Black', 'Black', '.', 'Black', 'White', '?', '?', 'White', 'White', 'White', 'White', 'White', '.', 'Black', 'White', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?']",Controller White
34,White,36,"['?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '.', '.', '.', '.', '.', '.', '.', '.', '?', '?', '.', '.', '.', '.', '.', '.', '.', 'White', '?', '?', '.', '.', '.', '.', '.', 'White', 'White', 'Black', '?', '?', '.', '.', '.', 'White', 'White', 'White', 'White', '.', '?', '?', 'Black', 'Black', 'Black', 'Black', 'Black', 'Black', 'Black', 'White', '?', '?', 'Black', 'Black', 'White', 'White', 'Black', 'Black', 'Black', 'White', '?', '?', 'Black', 'White', 'Black', 'Black', 'Black', '.', 'Black', 'White', '?', '?', 'White', 'White', 'White', 'White', 'White', '.', 'Black', 'White', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?']",Controller White
35,Black,18,"['?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '.', '.', '.', '.', '.', '.', '.', 'Black', '?', '?', '.', '.', '.', '.', '.', '.', '.', 'Black', '?', '?', '.', '.', '.', '.', '.', 'White', 'White', 'Black', '?', '?', '.', '.', '.', 'White', 'White', 'White', 'White', '.', '?', '?', 'Black', 'Black', 'Black', 'Black', 'Black', 'Black', 'Black', 'White', '?', '?', 'Black', 'Black', 'White', 'White', 'Black', 'Black', 'Black', 'White', '?', '?', 'Black', 'White', 'Black', 'Black', 'Black', '.', 'Black', 'White', '?', '?', 'White', 'White', 'White', 'White', 'White', '.', 'Black', 'White', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?']",Controller White
36,White,76,"['?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '.', '.', '.', '.', '.', '.', '.', 'Black', '?', '?', '.', '.', '.', '.', '.', '.', '.', 'Black', '?', '?', '.', '.', '.', '.', '.', 'White', 'White', 'Black', '?', '?', '.', '.', '.', 'White', 'White', 'White', 'White', '.', '?', '?', 'Black', 'Black', 'Black', 'Black', 'Black', 'White', 'Black', 'White', '?', '?', 'Black', 'Black', 'White', 'White', 'Black', 'White', 'White', 'White', '?', '?', 'Black', 'White', 'White', 'White', 'White', 'White', 'White', 'White', '?', '?', 'White', 'White', 'White', 'White', 'White', '.', 'Black', 'White', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?']",Controller White
37,Black,86,"['?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '.', '.', '.', '.', '.', '.', '.', 'Black', '?', '?', '.', '.', '.', '.', '.', '.', '.', 'Black', '?', '?', '.', '.', '.', '.', '.', 'White', 'White', 'Black', '?', '?', '.', '.', '.', 'White', 'White', 'White', 'White', '.', '?', '?', 'Black', 'Black', 'Black', 'Black', 'Black', 'White', 'Black', 'White', '?', '?', 'Black', 'Black', 'White', 'Black', 'Black', 'White', 'White', 'White', '?', '?', 'Black', 'White', 'White', 'White', 'Black', 'White', 'White', 'White', '?', '?', 'White', 'White', 'White', 'White', 'White', 'Black', 'Black', 'White', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?']",Controller White
38,White,48,"['?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '.', '.', '.', '.', '.', '.', '.', 'Black', '?', '?', '.', '.', '.', '.', '.', '.', '.', 'Black', '?', '?', '.', '.', '.', '.', '.', 'White', 'White', 'Black', '?', '?', '.', '.', '.', 'White', 'White', 'White', 'White', 'White', '?', '?', 'Black', 'Black', 'Black', 'Black', 'Black', 'White', 'White', 'White', '?', '?', 'Black', 'Black', 'White', 'Black', 'Black', 'White', 'White', 'White', '?', '?', 'Black', 'White', 'White', 'White', 'Black', 'White', 'White', 'White', '?', '?', 'White', 'White', 'White', 'White', 'White', 'Black', 'Black', 'White', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?']",Controller White
39,Black,33,"['?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '.', '.', '.', '.', '.', '.', '.', 'Black', '?', '?', '.', '.', '.', '.', '.', '.', '.', 'Black', '?', '?', '.', '.', 'Black', '.', '.', 'White', 'White', 'Black', '?', '?', '.', '.', '.', 'Black', 'White', 'White', 'White', 'White', '?', '?', 'Black', 'Black', 'Black', 'Black', 'Black', 'White', 'White', 'White', '?', '?', 'Black', 'Black', 'White', 'Black', 'Black', 'White', 'White', 'White', '?', '?', 'Black', 'White', 'White', 'White', 'Black', 'White', 'White', 'White', '?', '?', 'White', 'White', 'White', 'White', 'White', 'Black', 'Black', 'White', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?']",Controller White
