turn,player,move,board,winner
13,Black,33,"['?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '.', '.', '.', '.', '.', '.', '.', '.', '?', '?', '.', '.', '.', '.', '.', '.', '.', '.', '?', '?', '.', '.', 'Black', '.', '.', 'Black', '.', '.', '?', '?', '.', '.', '.', 'Black', 'Black', 'Black', 'Black', '.', '?', '?', '.', '.', '.', 'Black', 'Black', '.', '.', '.', '?', '?', '.', '.', '.', 'Black', 'Black', 'White', 'White', 'White', '?', '?', '.', '.', '.', '.', '.', '.', 'White', '.', '?', '?', '.', '.', '.', '.', '.', 'White', 'White', 'White', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?']",Controller White
14,White,63,"['?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '.', '.', '.', '.', '.', '.', '.', '.', '?', '?', '.', '.', '.', '.', '.', '.', '.', '.', '?', '?', '.', '.', 'Black', '.', '.', 'Black', '.', '.', '?', '?', '.', '.', '.', 'Black', 'Black', 'Black', 'Black', '.', '?', '?', '.', '.', '.', 'Black', 'Black', '.', '.', '.', '?', '?', '.', '.', 'White', 'White', 'White', 'White', 'White', 'White', '?', '?', '.', '.', '.', '.', '.', '.', 'White', '.', '?', '?', '.', '.', '.', '.', '.', 'White', 'White', 'White', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?']",Controller White
15,Black,76,"['?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '.', '.', '.', '.', '.', '.', '.', '.', '?', '?', '.', '.', '.', '.', '.', '.', '.', '.', '?', '?', '.', '.', 'Black', '.', '.', 'Black', '.', '.', '?', '?', '.', '.', '.', 'Black', 'Black', 'Black', 'Black', '.', '?', '?', '.', '.', '.', 'Black', 'Black', '.', '.', '.', '?', '?', '.', '.', 'White', 'White', 'Black', 'White', 'White', 'White', '?', '?', '.', '.', '.', '.', '.', 'Black', 'White', '.', '?', '?', '.', '.', '.', '.', '.', 'White', 'White', 'White', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?']",Controller White
16,White,85,"['?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '.', '.', '.', '.', '.', '.', '.', '.', '?', '?', '.', '.', '.', '.', '.', '.', '.', '.', '?', '?', '.', '.', 'Black', '.', '.', 'Black', '.', '.', '?', '?', '.', '.', '.', 'Black', 'Black', 'Black', 'Black', '.', '?', '?', '.', '.', '.', 'Black', 'Black', '.', '.', '.', '?', '?', '.', '.', 'White', 'White', 'Black', 'White', 'White', 'White', '?', '?', '.', '.', '.', '.', '.', 'White', 'White', '.', '?', '?', '.', '.', '.', '.', 'White', 'White', 'White', 'White', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?']",Controller White
17,Black,74,"['?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '.', '.', '.', '.', '.', '.', '.', '.', '?', '?', '.', '.', '.', '.', '.', '.', '.', '.', '?', '?', '.', '.', 'Black', '.', '.', 'Black', '.', '.', '?', '?', '.', '.', '.', 'Black', 'Black', 'Black', 'Black', '.', '?', '?', '.', '.', '.', 'Black', 'Black', '.', '.', '.', '?', '?', '.', '.', 'White', 'Black', 'Black', 'White', 'White', 'White', '?', '?', '.', '.', '.', 'Black', '.', 'White', 'White', '.', '?', '?', '.', '.', '.', '.', 'White', 'White', 'White', 'White', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?']",Controller White
18,White,43,"['?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '.', '.', '.', '.', '.', '.', '.', '.', '?', '?', '.', '.', '.', '.', '.', '.', '.', '.', '?', '?', '.', '.', 'Black', '.', '.', 'Black', '.', '.', '?', '?', '.', '.', 'White', 'Black', 'Black', 'Black', 'Black', '.', '?', '?', '.', '.', '.', 'White', 'Black', '.', '.', '.', '?', '?', '.', '.', 'White', 'Black', 'White', 'White', 'White', 'White', '?', '?', '.', '.', '.', 'Black', '.', 'White', 'White', '.', '?', '?', '.', '.', '.', '.', 'White', 'White', 'White', 'White', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?']",Controller White
19,Black,72,"['?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '.', '.', '.', '.', '.', '.', '.', '.', '?', '?', '.', '.', '.', '.', '.', '.', '.', '.', '?', '?', '.', '.', 'Black', '.', '.', 'Black', '.', '.', '?', '?', '.', '.', 'White', 'Black', 'Black', 'Black', 'Black', '.', '?', '?', '.', '.', '.', 'Black', 'Black', '.', '.', '.', '?', '?', '.', '.', 'Black', 'Black', 'White', 'White', 'White', 'White', '?', '?', '.', 'Black', '.', 'Black', '.', 'White', 'White', '.', '?', '?', '.', '.', '.', '.', 'White', 'White', 'White', 'White', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?']",Controller White
20,White,22,"['?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '.', '.', '.', '.', '.', '.', '.', '.', '?', '?', '.', 'White', '.', '.', '.', '.', '.', '.', '?', '?', '.', '.', 'White', '.', '.', 'Black', '.', '.', '?', '?', '.', '.', 'White', 'White', 'Black', 'Black', 'Black', '.', '?', '?', '.', '.', '.', 'Black', 'White', '.', '.', '.', '?', '?', '.', '.', 'Black', 'Black', 'White', 'White', 'White', 'White', '?', '?', '.', 'Black', '.', 'Black', '.', 'White', 'White', '.', '?', '?', '.', '.', '.', '.', 'White', 'White', 'White', 'White', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?']",Controller White
21,Black,56,"['?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '.', '.', '.', '.', '.', '.', '.', '.', '?', '?', '.', 'White', '.', '.', '.', '.', '.', '.', '?', '?', '.', '.', 'White', '.', '.', 'Black', '.', '.', '?', '?', '.', '.', 'White', 'White', 'Black', 'Black', 'Black', '.', '?', '?', '.', '.', '.', 'Black', 'Black', 'Black', '.', '.', '?', '?', '.', '.', 'Black', 'Black', 'Black', 'White', 'White', 'White', '?', '?', '.', 'Black', '.', 'Black', '.', 'White', 'White', '.', '?', '?', '.', '.', '.', '.', 'White', 'White', 'White', 'White', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?']",Controller White
22,White,34,"['?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '.', '.', '.', '.', '.', '.', '.', '.', '?', '?', '.', 'White', '.', '.', '.', '.', '.', '.', '?', '?', '.', '.', 'White', 'White', '.', 'Black', '.', '.', '?', '?', '.', '.', 'White', 'White', 'White', 'Black', 'Black', '.', '?', '?', '.', '.', '.', 'Black', 'Black', 'White', '.', '.', '?', '?', '.', '.', 'Black', 'Black', 'Black', 'White', 'White', 'White', '?', '?', '.', 'Black', '.', 'Black', '.', 'White', 'White', '.', '?', '?', '.', '.', '.', '.', 'White', 'White', 'White', 'White', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?']",Controller White
23,Black,42,"['?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '.', '.', '.', '.', '.', '.', '.', '.', '?', '?', '.', 'White', '.', '.', '.', '.', '.', '.', '?', '?', '.', '.', 'White', 'White', '.', 'Black', '.', '.', '?', '?', '.', 'Black', 'Black', 'Black', 'Black', 'Black', 'Black', '.', '?', '?', '.', '.', '.', 'Black', 'Black', 'White', '.', '.', '?', '?', '.', '.', 'Black', 'Black', 'Black', 'White', 'White', 'White', '?', '?', '.', 'Black', '.', 'Black', '.', 'White', 'White', '.', '?', '?', '.', '.', '.', '.', 'White', 'White', 'White', 'White', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?']",Controller White
24,White,53,"['?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '.', '.', '.', '.', '.', '.', '.', '.', '?', '?', '.', 'White', '.', '.', '.', '.', '.', '.', '?', '?', '.', '.', 'White', 'White', '.', 'Black', '.', '.', '?', '?', '.', 'Black', 'White', 'Black', 'Black', 'Black', 'Black', '.', '?', '?', '.', '.', 'White', 'White', 'White', 'White', '.', '.', '?', '?', '.', '.', 'Black', 'Black', 'Black', 'White', 'White', 'White', '?', '?', '.', 'Black', '.', 'Black', '.', 'White', 'White', '.', '?', '?', '.', '.', '.', '.', 'White', 'White', 'White', 'White', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?']",Controller White
25,Black,78,"['?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '.', '.', '.', '.', '.', '.', '.', '.', '?', '?', '.', 'White', '.', '.', '.', '.', '.', '.', '?', '?', '.', '.', 'White', 'White', '.', 'Black', '.', '.', '?', '?', '.', 'Black', 'White', 'Black', 'Black', 'Black', 'Black', '.', '?', '?', '.', '.', 'White', 'White', 'White', 'Black', '.', '.', '?', '?', '.', '.', 'Black', 'Black', 'Black', 'White', 'Black', 'White', '?', '?', '.', 'Black', '.', 'Black', '.', 'White', 'White', 'Black', '?', '?', '.', '.', '.', '.', 'White', 'White', 'White', 'White', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?']",Controller White
26,White,75,"['?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '.', '.', '.', '.', '.', '.', '.', '.', '?', '?', '.', 'White', '.', '.', '.', '.', '.', '.', '?', '?', '.', '.', 'White', 'White', '.', 'Black', '.', '.', '?', '?', '.', 'Black', 'White', 'Black', 'Black', 'Black', 'Black', '.', '?', '?', '.', '.', 'White', 'White', 'White', 'Black', '.', '.', '?', '?', '.', '.', 'Black', 'White', 'White', 'White', 'Black', 'White', '?', '?', '.', 'Black', '.', 'Black', 'White', 'White', 'White', 'Black', '?', '?', '.', '.', '.', '.', 'White', 'White', 'White', 'White', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?']",Controller White
27,Black,58,"['?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '.', '.', '.', '.', '.', '.', '.', '.', '?', '?', '.', 'White', '.', '.', '.', '.', '.', '.', '?', '?', '.', '.', 'White', 'White', '.', 'Black', '.', '.', '?', '?', '.', 'Black', 'White', 'Black', 'Black', 'Black', 'Black', '.', '?', '?', '.', '.', 'White', 'White', 'White', 'Black', '.', 'Black', '?', '?', '.', '.', 'Black', 'White', 'White', 'White', 'Black', 'Black', '?', '?', '.', 'Black', '.', 'Black', 'White', 'White', 'White', 'Black', '?', '?', '.', '.', '.', '.', 'White', 'White', 'White', 'White', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?']",Controller White
28,White,26,"['?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '.', '.', '.', '.', '.', '.', '.', '.', '?', '?', '.', 'White', '.', '.', '.', 'White', '.', '.', '?', '?', '.', '.', 'White', 'White', '.', 'White', '.', '.', '?', '?', '.', 'Black', 'White', 'Black', 'Black', 'White', 'Black', '.', '?', '?', '.', '.', 'White', 'White', 'White', 'White', '.', 'Black', '?', '?', '.', '.', 'Black', 'White', 'White', 'White', 'Black', 'Black', '?', '?', '.', 'Black', '.', 'Black', 'White', 'White', 'White', 'Black', '?', '?', '.', '.', '.', '.', 'White', 'White', 'White', 'White', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?']",Controller White
29,Black,62,"['?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '.', '.', '.', '.', '.', '.', '.', '.', '?', '?', '.', 'White', '.', '.', '.', 'White', '.', '.', '?', '?', '.', '.', 'White', 'White', '.', 'White', '.', '.', '?', '?', '.', 'Black', 'White', 'Black', 'Black', 'White', 'Black', '.', '?', '?', '.', '.', 'Black', 'White', 'White', 'White', '.', 'Black', '?', '?', '.', 'Black', 'Black', 'White', 'White', 'White', 'Black', 'Black', '?', '?', '.', 'Black', '.', 'Black', 'White', 'White', 'White', 'Black', '?', '?', '.', '.', '.', '.', 'White', 'White', 'White', 'White', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?']",Controller White
30,White,31,"['?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '.', '.', '.', '.', '.', '.', '.', '.', '?', '?', '.', 'White', '.', '.', '.', 'White', '.', '.', '?', '?', 'White', '.', 'White', 'White', '.', 'White', '.', '.', '?', '?', '.', 'White', 'White', 'Black', 'Black', 'White', 'Black', '.', '?', '?', '.', '.', 'White', 'White', 'White', 'White', '.', 'Black', '?', '?', '.', 'Black', 'Black', 'White', 'White', 'White', 'Black', 'Black', '?', '?', '.', 'Black', '.', 'Black', 'White', 'White', 'White', 'Black', '?', '?', '.', '.', '.', '.', 'White', 'White', 'White', 'White', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?']",Controller White
31,Black,41,"['?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '.', '.', '.', '.', '.', '.', '.', '.', '?', '?', '.', 'White', '.', '.', '.', 'White', '.', '.', '?', '?', 'White', '.', 'White', 'White', '.', 'White', '.', '.', '?', '?', 'Black', 'Black', 'Black', 'Black', 'Black', 'White', 'Black', '.', '?', '?', '.', '.', 'White', 'White', 'White', 'White', '.', 'Black', '?', '?', '.', 'Black', 'Black', 'White', 'White', 'White', 'Black', 'Black', '?', '?', '.', 'Black', '.', 'Black', 'White', 'White', 'White', 'Black', '?', '?', '.', '.', '.', '.', 'White', 'White', 'White', 'White', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?']",Controller White
32,White,51,"['?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '.', '.', '.', '.', '.', '.', '.', '.', '?', '?', '.', 'White', '.', '.', '.', 'White', '.', '.', '?', '?', 'White', '.', 'White', 'White', '.', 'White', '.', '.', '?', '?', 'White', 'White', 'Black', 'Black', 'Black', 'White', 'Black', '.', '?', '?', 'White', '.', 'White', 'White', 'White', 'White', '.', 'Black', '?', '?', '.', 'Black', 'Black', 'White', 'White', 'White', 'Black', 'Black', '?', '?', '.', 'Black', '.', 'Black', 'White', 'White', 'White', 'Black', '?', '?', '.', '.', '.', '.', 'White', 'White', 'White', 'White', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?']",Controller White
33,Black,27,"['?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '.', '.', '.', '.', '.', '.', '.', '.', '?', '?', '.', 'White', '.', '.', '.', 'White', 'Black', '.', '?', '?', 'White', '.', 'White', 'White', '.', 'Black', '.', '.', '?', '?', 'White', 'White', 'Black', 'Black', 'Black', 'White', 'Black', '.', '?', '?', 'White', '.', 'White', 'White', 'White', 'White', '.', 'Black', '?', '?', '.', 'Black', 'Black', 'White', 'White', 'White', 'Black', 'Black', '?', '?', '.', 'Black', '.', 'Black', 'White', 'White', 'White', 'Black', '?', '?', '.', '.', '.', '.', 'White', 'White', 'White', 'White', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?']",Controller White
34,White,32,"['?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '.', '.', '.', '.', '.', '.', '.', '.', '?', '?', '.', 'White', '.', '.', '.', 'White', 'Black', '.', '?', '?', 'White', 'White', 'White', 'White', '.', 'Black', '.', '.', '?', '?', 'White', 'White', 'White', 'Black', 'Black', 'White', 'Black', '.', '?', '?', 'White', '.', 'White', 'White', 'White', 'White', '.', 'Black', '?', '?', '.', 'Black', 'Black', 'White', 'White', 'White', 'Black', 'Black', '?', '?', '.', 'Black', '.', 'Black', 'White', 'White', 'White', 'Black', '?', '?', '.', '.', '.', '.', 'White', 'White', 'White', 'White', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?']",Controller White
35,Black,25,"['?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '.', '.', '.', '.', '.', '.', '.', '.', '?', '?', '.', 'White', '.', '.', 'Black', 'Black', 'Black', '.', '?', '?', 'White', 'White', 'White', 'White', '.', 'Black', '.', '.', '?', '?', 'White', 'White', 'White', 'Black', 'Black', 'White', 'Black', '.', '?', '?', 'White', '.', 'White', 'White', 'White', 'White', '.', 'Black', '?', '?', '.', 'Black', 'Black', 'White', 'White', 'White', 'Black', 'Black', '?', '?', '.', 'Black', '.', 'Black', 'White', 'White', 'White', 'Black', '?', '?', '.', '.', '.', '.', 'White', 'White', 'White', 'White', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?']",Controller White
36,White,16,"['?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '.', '.', '.', '.', '.', 'White', '.', '.', '?', '?', '.', 'White', '.', '.', 'White', 'White', 'Black', '.', '?', '?', 'White', 'White', 'White', 'White', '.', 'White', '.', '.', '?', '?', 'White', 'White', 'White', 'Black', 'Black', 'White', 'Black', '.', '?', '?', 'White', '.', 'White', 'White', 'White', 'White', '.', 'Black', '?', '?', '.', 'Black', 'Black', 'White', 'White', 'White', 'Black', 'Black', '?', '?', '.', 'Black', '.', 'Black', 'White', 'White', 'White', 'Black', '?', '?', '.', '.', '.', '.', 'White', 'White', 'White', 'White', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?']",Controller White
37,Black,14,"['?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '.', '.', '.', 'Black', '.', 'White', '.', '.', '?', '?', '.', 'White', '.', '.', 'Black', 'White', 'Black', '.', '?', '?', 'White', 'White', 'White', 'White', '.', 'Black', '.', '.', '?', '?', 'White', 'White', 'White', 'Black', 'Black', 'White', 'Black', '.', '?', '?', 'White', '.', 'White', 'White', 'White', 'White', '.', 'Black', '?', '?', '.', 'Black', 'Black', 'White', 'White', 'White', 'Black', 'Black', '?', '?', '.', 'Black', '.', 'Black', 'White', 'White', 'White', 'Black', '?', '?', '.', '.', '.', '.', 'White', 'White', 'White', 'White', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?']",Controller White
38,White,24,"['?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '.', '.', '.', 'Black', '.', 'White', '.', '.', '?', '?', '.', 'White', '.', 'White', 'White', 'White', 'Black', '.', '?', '?', 'White', 'White', 'White', 'White', '.', 'Black', '.', '.', '?', '?', 'White', 'White', 'White', 'Black', 'Black', 'White', 'Black', '.', '?', '?', 'White', '.', 'White', 'White', 'White', 'White', '.', 'Black', '?', '?', '.', 'Black', 'Black', 'White', 'White', 'White', 'Black', 'Black', '?', '?', '.', 'Black', '.', 'Black', 'White', 'White', 'White', 'Black', '?', '?', '.', '.', '.', '.', 'White', 'White', 'White', 'White', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?']",Controller White
39,Black,11,"['?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', 'Black', '.', '.', 'Black', '.', 'White', '.', '.', '?', '?', '.', 'Black', '.', 'White', 'White', 'White', 'Black', '.', '?', '?', 'White', 'White', 'Black', 'White', '.', 'Black', '.', '.', '?', '?', 'White', 'White', 'White', 'Black', 'Black', 'White', 'Black', '.', '?', '?', 'White', '.', 'White', 'White', 'White', 'White', '.', 'Black', '?', '?', '.', 'Black', 'Black', 'White', 'White', 'White', 'Black', 'Black', '?', '?', '.', 'Black', '.', 'Black', 'White', 'White', 'White', 'Black', '?', '?', '.', '.', '.', '.', 'White', 'White', 'White', 'White', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?']",Controller White
