turn,player,move,board,winner
10,White,22,"['?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '.', '.', '.', '.', '.', '.', '.', '.', '?', '?', '.', 'White', 'Black', '.', '.', '.', '.', '.', '?', '?', '.', '.', 'White', 'Black', 'White', '.', '.', '.', '?', '?', '.', '.', 'Black', 'White', 'White', '.', '.', '.', '?', '?', '.', '.', 'Black', 'White', 'White', '.', '.', '.', '?', '?', '.', 'Black', 'Black', 'Black', '.', '.', '.', '.', '?', '?', '.', '.', '.', '.', '.', '.', '.', '.', '?', '?', '.', '.', '.', '.', '.', '.', '.', '.', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?']",Lefty Black
11,Black,32,"['?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '.', '.', '.', '.', '.', '.', '.', '.', '?', '?', '.', 'White', 'Black', '.', '.', '.', '.', '.', '?', '?', '.', 'Black', 'Black', 'Black', 'White', '.', '.', '.', '?', '?', '.', '.', 'Black', 'White', 'White', '.', '.', '.', '?', '?', '.', '.', 'Black', 'White', 'White', '.', '.', '.', '?', '?', '.', 'Black', 'Black', 'Black', '.', '.', '.', '.', '?', '?', '.', '.', '.', '.', '.', '.', '.', '.', '?', '?', '.', '.', '.', '.', '.', '.', '.', '.', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?']",Lefty Black
12,White,21,"['?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '.', '.', '.', '.', '.', '.', '.', '.', '?', '?', 'White', 'White', 'Black', '.', '.', '.', '.', '.', '?', '?', '.', 'White', 'Black', 'Black', 'White', '.', '.', '.', '?', '?', '.', '.', 'White', 'White', 'White', '.', '.', '.', '?', '?', '.', '.', 'Black', 'White', 'White', '.', '.', '.', '?', '?', '.', 'Black', 'Black', 'Black', '.', '.', '.', '.', '?', '?', '.', '.', '.', '.', '.', '.', '.', '.', '?', '?', '.', '.', '.', '.', '.', '.', '.', '.', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?']",Lefty Black
13,Black,11,"['?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', 'Black', '.', '.', '.', '.', '.', '.', '.', '?', '?', 'White', 'Black', 'Black', '.', '.', '.', '.', '.', '?', '?', '.', 'White', 'Black', 'Black', 'White', '.', '.', '.', '?', '?', '.', '.', 'White', 'White', 'White', '.', '.', '.', '?', '?', '.', '.', 'Black', 'White', 'White', '.', '.', '.', '?', '?', '.', 'Black', 'Black', 'Black', '.', '.', '.', '.', '?', '?', '.', '.', '.', '.', '.', '.', '.', '.', '?', '?', '.', '.', '.', '.', '.', '.', '.', '.', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?']",Lefty Black
14,White,13,"['?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', 'Black', '.', 'White', '.', '.', '.', '.', '.', '?', '?', 'White', 'Black', 'White', '.', '.', '.', '.', '.', '?', '?', '.', 'White', 'White', 'Black', 'White', '.', '.', '.', '?', '?', '.', '.', 'White', 'White', 'White', '.', '.', '.', '?', '?', '.', '.', 'Black', 'White', 'White', '.', '.', '.', '?', '?', '.', 'Black', 'Black', 'Black', '.', '.', '.', '.', '?', '?', '.', '.', '.', '.', '.', '.', '.', '.', '?', '?', '.', '.', '.', '.', '.', '.', '.', '.', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?']",Lefty Black
15,Black,31,"['?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', 'Black', '.', 'White', '.', '.', '.', '.', '.', '?', '?', 'Black', 'Black', 'White', '.', '.', '.', '.', '.', '?', '?', 'Black', 'Black', 'Black', 'Black', 'White', '.', '.', '.', '?', '?', '.', '.', 'White', 'White', 'White', '.', '.', '.', '?', '?', '.', '.', 'Black', 'White', 'White', '.', '.', '.', '?', '?', '.', 'Black', 'Black', 'Black', '.', '.', '.', '.', '?', '?', '.', '.', '.', '.', '.', '.', '.', '.', '?', '?', '.', '.', '.', '.', '.', '.', '.', '.', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?']",Lefty Black
16,White,24,"['?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', 'Black', '.', 'White', '.', '.', '.', '.', '.', '?', '?', 'Black', 'Black', 'White', 'White', '.', '.', '.', '.', '?', '?', 'Black', 'Black', 'Black', 'White', 'White', '.', '.', '.', '?', '?', '.', '.', 'White', 'White', 'White', '.', '.', '.', '?', '?', '.', '.', 'Black', 'White', 'White', '.', '.', '.', '?', '?', '.', 'Black', 'Black', 'Black', '.', '.', '.', '.', '?', '?', '.', '.', '.', '.', '.', '.', '.', '.', '?', '?', '.', '.', '.', '.', '.', '.', '.', '.', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?']",Lefty Black
17,Black,14,"['?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', 'Black', '.', 'White', 'Black', '.', '.', '.', '.', '?', '?', 'Black', 'Black', 'Black', 'Black', '.', '.', '.', '.', '?', '?', 'Black', 'Black', 'Black', 'Black', 'White', '.', '.', '.', '?', '?', '.', '.', 'White', 'Black', 'White', '.', '.', '.', '?', '?', '.', '.', 'Black', 'Black', 'White', '.', '.', '.', '?', '?', '.', 'Black', 'Black', 'Black', '.', '.', '.', '.', '?', '?', '.', '.', '.', '.', '.', '.', '.', '.', '?', '?', '.', '.', '.', '.', '.', '.', '.', '.', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?']",Lefty Black
18,White,12,"['?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', 'Black', 'White', 'White', 'Black', '.', '.', '.', '.', '?', '?', 'Black', 'Black', 'White', 'Black', '.', '.', '.', '.', '?', '?', 'Black', 'Black', 'Black', 'White', 'White', '.', '.', '.', '?', '?', '.', '.', 'White', 'Black', 'White', '.', '.', '.', '?', '?', '.', '.', 'Black', 'Black', 'White', '.', '.', '.', '?', '?', '.', 'Black', 'Black', 'Black', '.', '.', '.', '.', '?', '?', '.', '.', '.', '.', '.', '.', '.', '.', '?', '?', '.', '.', '.', '.', '.', '.', '.', '.', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?']",Lefty Black
19,Black,36,"['?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', 'Black', 'White', 'White', 'Black', '.', '.', '.', '.', '?', '?', 'Black', 'Black', 'White', 'Black', '.', '.', '.', '.', '?', '?', 'Black', 'Black', 'Black', 'Black', 'Black', 'Black', '.', '.', '?', '?', '.', '.', 'White', 'Black', 'Black', '.', '.', '.', '?', '?', '.', '.', 'Black', 'Black', 'White', '.', '.', '.', '?', '?', '.', 'Black', 'Black', 'Black', '.', '.', '.', '.', '?', '?', '.', '.', '.', '.', '.', '.', '.', '.', '?', '?', '.', '.', '.', '.', '.', '.', '.', '.', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?']",Lefty Black
20,White,56,"['?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', 'Black', 'White', 'White', 'Black', '.', '.', '.', '.', '?', '?', 'Black', 'Black', 'White', 'Black', '.', '.', '.', '.', '?', '?', 'Black', 'Black', 'Black', 'White', 'Black', 'Black', '.', '.', '?', '?', '.', '.', 'White', 'Black', 'White', '.', '.', '.', '?', '?', '.', '.', 'Black', 'Black', 'White', 'White', '.', '.', '?', '?', '.', 'Black', 'Black', 'Black', '.', '.', '.', '.', '?', '?', '.', '.', '.', '.', '.', '.', '.', '.', '?', '?', '.', '.', '.', '.', '.', '.', '.', '.', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?']",Lefty Black
21,Black,42,"['?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', 'Black', 'White', 'White', 'Black', '.', '.', '.', '.', '?', '?', 'Black', 'Black', 'White', 'Black', '.', '.', '.', '.', '?', '?', 'Black', 'Black', 'Black', 'White', 'Black', 'Black', '.', '.', '?', '?', '.', 'Black', 'Black', 'Black', 'White', '.', '.', '.', '?', '?', '.', '.', 'Black', 'Black', 'White', 'White', '.', '.', '?', '?', '.', 'Black', 'Black', 'Black', '.', '.', '.', '.', '?', '?', '.', '.', '.', '.', '.', '.', '.', '.', '?', '?', '.', '.', '.', '.', '.', '.', '.', '.', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?']",Lefty Black
22,White,52,"['?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', 'Black', 'White', 'White', 'Black', '.', '.', '.', '.', '?', '?', 'Black', 'White', 'White', 'Black', '.', '.', '.', '.', '?', '?', 'Black', 'White', 'Black', 'White', 'Black', 'Black', '.', '.', '?', '?', '.', 'White', 'White', 'Black', 'White', '.', '.', '.', '?', '?', '.', 'White', 'White', 'White', 'White', 'White', '.', '.', '?', '?', '.', 'Black', 'Black', 'Black', '.', '.', '.', '.', '?', '?', '.', '.', '.', '.', '.', '.', '.', '.', '?', '?', '.', '.', '.', '.', '.', '.', '.', '.', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?']",Lefty Black
23,Black,41,"['?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', 'Black', 'White', 'White', 'Black', '.', '.', '.', '.', '?', '?', 'Black', 'White', 'Black', 'Black', '.', '.', '.', '.', '?', '?', 'Black', 'Black', 'Black', 'White', 'Black', 'Black', '.', '.', '?', '?', 'Black', 'Black', 'Black', 'Black', 'White', '.', '.', '.', '?', '?', '.', 'Black', 'White', 'White', 'White', 'White', '.', '.', '?', '?', '.', 'Black', 'Black', 'Black', '.', '.', '.', '.', '?', '?', '.', '.', '.', '.', '.', '.', '.', '.', '?', '?', '.', '.', '.', '.', '.', '.', '.', '.', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?']",Lefty Black
24,White,61,"['?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', 'Black', 'White', 'White', 'Black', '.', '.', '.', '.', '?', '?', 'Black', 'White', 'Black', 'Black', '.', '.', '.', '.', '?', '?', 'Black', 'Black', 'Black', 'White', 'Black', 'Black', '.', '.', '?', '?', 'Black', 'Black', 'White', 'Black', 'White', '.', '.', '.', '?', '?', '.', 'White', 'White', 'White', 'White', 'White', '.', '.', '?', '?', 'White', 'Black', 'Black', 'Black', '.', '.', '.', '.', '?', '?', '.', '.', '.', '.', '.', '.', '.', '.', '?', '?', '.', '.', '.', '.', '.', '.', '.', '.', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?']",Lefty Black
25,Black,65,"['?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', 'Black', 'White', 'White', 'Black', '.', '.', '.', '.', '?', '?', 'Black', 'White', 'Black', 'Black', '.', '.', '.', '.', '?', '?', 'Black', 'Black', 'Black', 'White', 'Black', 'Black', '.', '.', '?', '?', 'Black', 'Black', 'Black', 'Black', 'Black', '.', '.', '.', '?', '?', '.', 'White', 'White', 'Black', 'Black', 'White', '.', '.', '?', '?', 'White', 'Black', 'Black', 'Black', 'Black', '.', '.', '.', '?', '?', '.', '.', '.', '.', '.', '.', '.', '.', '?', '?', '.', '.', '.', '.', '.', '.', '.', '.', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?']",Lefty Black
26,White,72,"['?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', 'Black', 'White', 'White', 'Black', '.', '.', '.', '.', '?', '?', 'Black', 'White', 'Black', 'Black', '.', '.', '.', '.', '?', '?', 'Black', 'Black', 'Black', 'White', 'Black', 'Black', '.', '.', '?', '?', 'Black', 'Black', 'Black', 'Black', 'Black', '.', '.', '.', '?', '?', '.', 'White', 'White', 'Black', 'Black', 'White', '.', '.', '?', '?', 'White', 'White', 'Black', 'Black', 'Black', '.', '.', '.', '?', '?', '.', 'White', '.', '.', '.', '.', '.', '.', '?', '?', '.', '.', '.', '.', '.', '.', '.', '.', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?']",Lefty Black
27,Black,51,"['?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', 'Black', 'White', 'White', 'Black', '.', '.', '.', '.', '?', '?', 'Black', 'White', 'Black', 'Black', '.', '.', '.', '.', '?', '?', 'Black', 'Black', 'Black', 'White', 'Black', 'Black', '.', '.', '?', '?', 'Black', 'Black', 'Black', 'Black', 'Black', '.', '.', '.', '?', '?', 'Black', 'Black', 'Black', 'Black', 'Black', 'White', '.', '.', '?', '?', 'White', 'White', 'Black', 'Black', 'Black', '.', '.', '.', '?', '?', '.', 'White', '.', '.', '.', '.', '.', '.', '?', '?', '.', '.', '.', '.', '.', '.', '.', '.', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?']",Lefty Black
28,White,73,"['?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', 'Black', 'White', 'White', 'Black', '.', '.', '.', '.', '?', '?', 'Black', 'White', 'White', 'Black', '.', '.', '.', '.', '?', '?', 'Black', 'Black', 'White', 'White', 'Black', 'Black', '.', '.', '?', '?', 'Black', 'Black', 'White', 'Black', 'Black', '.', '.', '.', '?', '?', 'Black', 'Black', 'White', 'Black', 'Black', 'White', '.', '.', '?', '?', 'White', 'White', 'White', 'Black', 'Black', '.', '.', '.', '?', '?', '.', 'White', 'White', '.', '.', '.', '.', '.', '?', '?', '.', '.', '.', '.', '.', '.', '.', '.', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?']",Lefty Black
29,Black,81,"['?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', 'Black', 'White', 'White', 'Black', '.', '.', '.', '.', '?', '?', 'Black', 'White', 'White', 'Black', '.', '.', '.', '.', '?', '?', 'Black', 'Black', 'White', 'White', 'Black', 'Black', '.', '.', '?', '?', 'Black', 'Black', 'White', 'Black', 'Black', '.', '.', '.', '?', '?', 'Black', 'Black', 'White', 'Black', 'Black', 'White', '.', '.', '?', '?', 'White', 'White', 'Black', 'Black', 'Black', '.', '.', '.', '?', '?', '.', 'Black', 'White', '.', '.', '.', '.', '.', '?', '?', 'Black', '.', '.', '.', '.', '.', '.', '.', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?']",Lefty Black
30,White,71,"['?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', 'Black', 'White', 'White', 'Black', '.', '.', '.', '.', '?', '?', 'Black', 'White', 'White', 'Black', '.', '.', '.', '.', '?', '?', 'Black', 'Black', 'White', 'White', 'Black', 'Black', '.', '.', '?', '?', 'Black', 'Black', 'White', 'Black', 'Black', '.', '.', '.', '?', '?', 'Black', 'Black', 'White', 'Black', 'Black', 'White', '.', '.', '?', '?', 'White', 'White', 'Black', 'Black', 'Black', '.', '.', '.', '?', '?', 'White', 'White', 'White', '.', '.', '.', '.', '.', '?', '?', 'Black', '.', '.', '.', '.', '.', '.', '.', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?']",Lefty Black
31,Black,25,"['?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', 'Black', 'White', 'White', 'Black', '.', '.', '.', '.', '?', '?', 'Black', 'White', 'White', 'Black', 'Black', '.', '.', '.', '?', '?', 'Black', 'Black', 'White', 'Black', 'Black', 'Black', '.', '.', '?', '?', 'Black', 'Black', 'Black', 'Black', 'Black', '.', '.', '.', '?', '?', 'Black', 'Black', 'White', 'Black', 'Black', 'White', '.', '.', '?', '?', 'White', 'White', 'Black', 'Black', 'Black', '.', '.', '.', '?', '?', 'White', 'White', 'White', '.', '.', '.', '.', '.', '?', '?', 'Black', '.', '.', '.', '.', '.', '.', '.', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?']",Lefty Black
32,White,15,"['?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', 'Black', 'White', 'White', 'White', 'White', '.', '.', '.', '?', '?', 'Black', 'White', 'White', 'White', 'Black', '.', '.', '.', '?', '?', 'Black', 'Black', 'White', 'Black', 'Black', 'Black', '.', '.', '?', '?', 'Black', 'Black', 'Black', 'Black', 'Black', '.', '.', '.', '?', '?', 'Black', 'Black', 'White', 'Black', 'Black', 'White', '.', '.', '?', '?', 'White', 'White', 'Black', 'Black', 'Black', '.', '.', '.', '?', '?', 'White', 'White', 'White', '.', '.', '.', '.', '.', '?', '?', 'Black', '.', '.', '.', '.', '.', '.', '.', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?']",Lefty Black
33,Black,16,"['?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', 'Black', 'Black', 'Black', 'Black', 'Black', 'Black', '.', '.', '?', '?', 'Black', 'White', 'White', 'White', 'Black', '.', '.', '.', '?', '?', 'Black', 'Black', 'White', 'Black', 'Black', 'Black', '.', '.', '?', '?', 'Black', 'Black', 'Black', 'Black', 'Black', '.', '.', '.', '?', '?', 'Black', 'Black', 'White', 'Black', 'Black', 'White', '.', '.', '?', '?', 'White', 'White', 'Black', 'Black', 'Black', '.', '.', '.', '?', '?', 'White', 'White', 'White', '.', '.', '.', '.', '.', '?', '?', 'Black', '.', '.', '.', '.', '.', '.', '.', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?']",Lefty Black
34,White,75,"['?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', 'Black', 'Black', 'Black', 'Black', 'Black', 'Black', '.', '.', '?', '?', 'Black', 'White', 'White', 'White', 'Black', '.', '.', '.', '?', '?', 'Black', 'Black', 'White', 'Black', 'Black', 'Black', '.', '.', '?', '?', 'Black', 'Black', 'Black', 'Black', 'Black', '.', '.', '.', '?', '?', 'Black', 'Black', 'White', 'Black', 'Black', 'White', '.', '.', '?', '?', 'White', 'White', 'Black', 'White', 'Black', '.', '.', '.', '?', '?', 'White', 'White', 'White', '.', 'White', '.', '.', '.', '?', '?', 'Black', '.', '.', '.', '.', '.', '.', '.', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?']",Lefty Black
35,Black,86,"['?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', 'Black', 'Black', 'Black', 'Black', 'Black', 'Black', '.', '.', '?', '?', 'Black', 'White', 'White', 'White', 'Black', '.', '.', '.', '?', '?', 'Black', 'Black', 'White', 'Black', 'Black', 'Black', '.', '.', '?', '?', 'Black', 'Black', 'Black', 'Black', 'Black', '.', '.', '.', '?', '?', 'Black', 'Black', 'Black', 'Black', 'Black', 'White', '.', '.', '?', '?', 'White', 'White', 'Black', 'Black', 'Black', '.', '.', '.', '?', '?', 'White', 'White', 'White', '.', 'Black', '.', '.', '.', '?', '?', 'Black', '.', '.', '.', '.', 'Black', '.', '.', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?']",Lefty Black
36,White,74,"['?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', 'Black', 'Black', 'Black', 'Black', 'Black', 'Black', '.', '.', '?', '?', 'Black', 'White', 'White', 'White', 'Black', '.', '.', '.', '?', '?', 'Black', 'Black', 'White', 'White', 'Black', 'Black', '.', '.', '?', '?', 'Black', 'Black', 'Black', 'White', 'Black', '.', '.', '.', '?', '?', 'Black', 'Black', 'Black', 'White', 'Black', 'White', '.', '.', '?', '?', 'White', 'White', 'Black', 'White', 'White', '.', '.', '.', '?', '?', 'White', 'White', 'White', 'White', 'Black', '.', '.', '.', '?', '?', 'Black', '.', '.', '.', '.', 'Black', '.', '.', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?']",Lefty Black
37,Black,84,"['?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', 'Black', 'Black', 'Black', 'Black', 'Black', 'Black', '.', '.', '?', '?', 'Black', 'White', 'White', 'Black', 'Black', '.', '.', '.', '?', '?', 'Black', 'Black', 'White', 'Black', 'Black', 'Black', '.', '.', '?', '?', 'Black', 'Black', 'Black', 'Black', 'Black', '.', '.', '.', '?', '?', 'Black', 'Black', 'Black', 'Black', 'Black', 'White', '.', '.', '?', '?', 'White', 'Black', 'Black', 'Black', 'White', '.', '.', '.', '?', '?', 'White', 'White', 'Black', 'Black', 'Black', '.', '.', '.', '?', '?', 'Black', '.', '.', 'Black', '.', 'Black', '.', '.', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?']",Lefty Black
38,White,85,"['?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', 'Black', 'Black', 'Black', 'Black', 'Black', 'Black', '.', '.', '?', '?', 'Black', 'White', 'White', 'Black', 'Black', '.', '.', '.', '?', '?', 'Black', 'Black', 'White', 'Black', 'Black', 'Black', '.', '.', '?', '?', 'Black', 'Black', 'Black', 'Black', 'Black', '.', '.', '.', '?', '?', 'Black', 'Black', 'Black', 'Black', 'Black', 'White', '.', '.', '?', '?', 'White', 'Black', 'Black', 'Black', 'White', '.', '.', '.', '?', '?', 'White', 'White', 'Black', 'Black', 'White', '.', '.', '.', '?', '?', 'Black', '.', '.', 'Black', 'White', 'Black', '.', '.', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?']",Lefty Black
