turn,player,move,board,winner
10,White,35,"['?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', 'Black', '.', 'White', '.', '.', '.', '.', '.', '?', '?', 'Black', 'White', 'White', '.', '.', '.', '.', '.', '?', '?', 'Black', '.', 'Black', 'Black', 'White', '.', '.', '.', '?', '?', '.', '.', 'Black', 'Black', 'White', '.', '.', '.', '?', '?', '.', '.', '.', 'Black', 'White', '.', '.', '.', '?', '?', '.', '.', '.', '.', '.', '.', '.', '.', '?', '?', '.', '.', '.', '.', '.', '.', '.', '.', '?', '?', '.', '.', '.', '.', '.', '.', '.', '.', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?']",Lefty Black
11,Black,12,"['?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', 'Black', 'Black', 'White', '.', '.', '.', '.', '.', '?', '?', 'Black', 'White', 'Black', '.', '.', '.', '.', '.', '?', '?', 'Black', '.', 'Black', 'Black', 'White', '.', '.', '.', '?', '?', '.', '.', 'Black', 'Black', 'White', '.', '.', '.', '?', '?', '.', '.', '.', 'Black', 'White', '.', '.', '.', '?', '?', '.', '.', '.', '.', '.', '.', '.', '.', '?', '?', '.', '.', '.', '.', '.', '.', '.', '.', '?', '?', '.', '.', '.', '.', '.', '.', '.', '.', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?']",Lefty Black
12,White,32,"['?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', 'Black', 'Black', 'White', '.', '.', '.', '.', '.', '?', '?', 'Black', 'White', 'Black', '.', '.', '.', '.', '.', '?', '?', 'Black', 'White', 'White', 'White', 'White', '.', '.', '.', '?', '?', '.', '.', 'Black', 'Black', 'White', '.', '.', '.', '?', '?', '.', '.', '.', 'Black', 'White', '.', '.', '.', '?', '?', '.', '.', '.', '.', '.', '.', '.', '.', '?', '?', '.', '.', '.', '.', '.', '.', '.', '.', '?', '?', '.', '.', '.', '.', '.', '.', '.', '.', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?']",Lefty Black
13,Black,36,"['?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', 'Black', 'Black', 'White', '.', '.', '.', '.', '.', '?', '?', 'Black', 'White', 'Black', '.', '.', '.', '.', '.', '?', '?', 'Black', 'Black', 'Black', 'Black', 'Black', 'Black', '.', '.', '?', '?', '.', '.', 'Black', 'Black', 'Black', '.', '.', '.', '?', '?', '.', '.', '.', 'Black', 'White', '.', '.', '.', '?', '?', '.', '.', '.', '.', '.', '.', '.', '.', '?', '?', '.', '.', '.', '.', '.', '.', '.', '.', '?', '?', '.', '.', '.', '.', '.', '.', '.', '.', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?']",Lefty Black
14,White,24,"['?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', 'Black', 'Black', 'White', '.', '.', '.', '.', '.', '?', '?', 'Black', 'White', 'White', 'White', '.', '.', '.', '.', '?', '?', 'Black', 'Black', 'Black', 'Black', 'Black', 'Black', '.', '.', '?', '?', '.', '.', 'Black', 'Black', 'Black', '.', '.', '.', '?', '?', '.', '.', '.', 'Black', 'White', '.', '.', '.', '?', '?', '.', '.', '.', '.', '.', '.', '.', '.', '?', '?', '.', '.', '.', '.', '.', '.', '.', '.', '?', '?', '.', '.', '.', '.', '.', '.', '.', '.', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?']",Lefty Black
15,Black,14,"['?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', 'Black', 'Black', 'Black', 'Black', '.', '.', '.', '.', '?', '?', 'Black', 'White', 'Black', 'Black', '.', '.', '.', '.', '?', '?', 'Black', 'Black', 'Black', 'Black', 'Black', 'Black', '.', '.', '?', '?', '.', '.', 'Black', 'Black', 'Black', '.', '.', '.', '?', '?', '.', '.', '.', 'Black', 'White', '.', '.', '.', '?', '?', '.', '.', '.', '.', '.', '.', '.', '.', '?', '?', '.', '.', '.', '.', '.', '.', '.', '.', '?', '?', '.', '.', '.', '.', '.', '.', '.', '.', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?']",Lefty Black
16,White,42,"['?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', 'Black', 'Black', 'Black', 'Black', '.', '.', '.', '.', '?', '?', 'Black', 'White', 'Black', 'Black', '.', '.', '.', '.', '?', '?', 'Black', 'White', 'Black', 'Black', 'Black', 'Black', '.', '.', '?', '?', '.', 'White', 'Black', 'Black', 'Black', '.', '.', '.', '?', '?', '.', '.', '.', 'Black', 'White', '.', '.', '.', '?', '?', '.', '.', '.', '.', '.', '.', '.', '.', '?', '?', '.', '.', '.', '.', '.', '.', '.', '.', '?', '?', '.', '.', '.', '.', '.', '.', '.', '.', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?']",Lefty Black
17,Black,41,"['?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', 'Black', 'Black', 'Black', 'Black', '.', '.', '.', '.', '?', '?', 'Black', 'White', 'Black', 'Black', '.', '.', '.', '.', '?', '?', 'Black', 'Black', 'Black', 'Black', 'Black', 'Black', '.', '.', '?', '?', 'Black', 'Black', 'Black', 'Black', 'Black', '.', '.', '.', '?', '?', '.', '.', '.', 'Black', 'White', '.', '.', '.', '?', '?', '.', '.', '.', '.', '.', '.', '.', '.', '?', '?', '.', '.', '.', '.', '.', '.', '.', '.', '?', '?', '.', '.', '.', '.', '.', '.', '.', '.', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?']",Lefty Black
18,White,53,"['?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', 'Black', 'Black', 'Black', 'Black', '.', '.', '.', '.', '?', '?', 'Black', 'White', 'Black', 'Black', '.', '.', '.', '.', '?', '?', 'Black', 'Black', 'Black', 'Black', 'Black', 'Black', '.', '.', '?', '?', 'Black', 'Black', 'Black', 'Black', 'Black', '.', '.', '.', '?', '?', '.', '.', 'White', 'White', 'White', '.', '.', '.', '?', '?', '.', '.', '.', '.', '.', '.', '.', '.', '?', '?', '.', '.', '.', '.', '.', '.', '.', '.', '?', '?', '.', '.', '.', '.', '.', '.', '.', '.', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?']",Lefty Black
19,Black,63,"['?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', 'Black', 'Black', 'Black', 'Black', '.', '.', '.', '.', '?', '?', 'Black', 'White', 'Black', 'Black', '.', '.', '.', '.', '?', '?', 'Black', 'Black', 'Black', 'Black', 'Black', 'Black', '.', '.', '?', '?', 'Black', 'Black', 'Black', 'Black', 'Black', '.', '.', '.', '?', '?', '.', '.', 'Black', 'Black', 'White', '.', '.', '.', '?', '?', '.', '.', 'Black', '.', '.', '.', '.', '.', '?', '?', '.', '.', '.', '.', '.', '.', '.', '.', '?', '?', '.', '.', '.', '.', '.', '.', '.', '.', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?']",Lefty Black
20,White,25,"['?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', 'Black', 'Black', 'Black', 'Black', '.', '.', '.', '.', '?', '?', 'Black', 'White', 'White', 'White', 'White', '.', '.', '.', '?', '?', 'Black', 'Black', 'Black', 'Black', 'White', 'Black', '.', '.', '?', '?', 'Black', 'Black', 'Black', 'Black', 'White', '.', '.', '.', '?', '?', '.', '.', 'Black', 'Black', 'White', '.', '.', '.', '?', '?', '.', '.', 'Black', '.', '.', '.', '.', '.', '?', '?', '.', '.', '.', '.', '.', '.', '.', '.', '?', '?', '.', '.', '.', '.', '.', '.', '.', '.', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?']",Lefty Black
21,Black,46,"['?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', 'Black', 'Black', 'Black', 'Black', '.', '.', '.', '.', '?', '?', 'Black', 'White', 'White', 'Black', 'White', '.', '.', '.', '?', '?', 'Black', 'Black', 'Black', 'Black', 'Black', 'Black', '.', '.', '?', '?', 'Black', 'Black', 'Black', 'Black', 'Black', 'Black', '.', '.', '?', '?', '.', '.', 'Black', 'Black', 'White', '.', '.', '.', '?', '?', '.', '.', 'Black', '.', '.', '.', '.', '.', '?', '?', '.', '.', '.', '.', '.', '.', '.', '.', '?', '?', '.', '.', '.', '.', '.', '.', '.', '.', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?']",Lefty Black
22,White,52,"['?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', 'Black', 'Black', 'Black', 'Black', '.', '.', '.', '.', '?', '?', 'Black', 'White', 'White', 'Black', 'White', '.', '.', '.', '?', '?', 'Black', 'White', 'Black', 'White', 'Black', 'Black', '.', '.', '?', '?', 'Black', 'White', 'White', 'Black', 'Black', 'Black', '.', '.', '?', '?', '.', 'White', 'White', 'White', 'White', '.', '.', '.', '?', '?', '.', '.', 'Black', '.', '.', '.', '.', '.', '?', '?', '.', '.', '.', '.', '.', '.', '.', '.', '?', '?', '.', '.', '.', '.', '.', '.', '.', '.', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?']",Lefty Black
23,Black,64,"['?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', 'Black', 'Black', 'Black', 'Black', '.', '.', '.', '.', '?', '?', 'Black', 'White', 'White', 'Black', 'White', '.', '.', '.', '?', '?', 'Black', 'White', 'Black', 'White', 'Black', 'Black', '.', '.', '?', '?', 'Black', 'Black', 'White', 'Black', 'Black', 'Black', '.', '.', '?', '?', '.', 'White', 'Black', 'Black', 'Black', '.', '.', '.', '?', '?', '.', '.', 'Black', 'Black', '.', '.', '.', '.', '?', '?', '.', '.', '.', '.', '.', '.', '.', '.', '?', '?', '.', '.', '.', '.', '.', '.', '.', '.', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?']",Lefty Black
24,White,66,"['?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', 'Black', 'Black', 'Black', 'Black', '.', '.', '.', '.', '?', '?', 'Black', 'White', 'White', 'Black', 'White', '.', '.', '.', '?', '?', 'Black', 'White', 'White', 'White', 'Black', 'Black', '.', '.', '?', '?', 'Black', 'Black', 'White', 'White', 'Black', 'Black', '.', '.', '?', '?', '.', 'White', 'Black', 'Black', 'White', '.', '.', '.', '?', '?', '.', '.', 'Black', 'Black', '.', 'White', '.', '.', '?', '?', '.', '.', '.', '.', '.', '.', '.', '.', '?', '?', '.', '.', '.', '.', '.', '.', '.', '.', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?']",Lefty Black
25,Black,77,"['?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', 'Black', 'Black', 'Black', 'Black', '.', '.', '.', '.', '?', '?', 'Black', 'Black', 'White', 'Black', 'White', '.', '.', '.', '?', '?', 'Black', 'White', 'Black', 'White', 'Black', 'Black', '.', '.', '?', '?', 'Black', 'Black', 'White', 'Black', 'Black', 'Black', '.', '.', '?', '?', '.', 'White', 'Black', 'Black', 'Black', '.', '.', '.', '?', '?', '.', '.', 'Black', 'Black', '.', 'Black', '.', '.', '?', '?', '.', '.', '.', '.', '.', '.', 'Black', '.', '?', '?', '.', '.', '.', '.', '.', '.', '.', '.', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?']",Lefty Black
26,White,73,"['?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', 'Black', 'Black', 'Black', 'Black', '.', '.', '.', '.', '?', '?', 'Black', 'Black', 'White', 'Black', 'White', '.', '.', '.', '?', '?', 'Black', 'White', 'Black', 'White', 'Black', 'Black', '.', '.', '?', '?', 'Black', 'Black', 'White', 'Black', 'Black', 'Black', '.', '.', '?', '?', '.', 'White', 'White', 'Black', 'Black', '.', '.', '.', '?', '?', '.', '.', 'White', 'Black', '.', 'Black', '.', '.', '?', '?', '.', '.', 'White', '.', '.', '.', 'Black', '.', '?', '?', '.', '.', '.', '.', '.', '.', '.', '.', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?']",Lefty Black
27,Black,83,"['?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', 'Black', 'Black', 'Black', 'Black', '.', '.', '.', '.', '?', '?', 'Black', 'Black', 'White', 'Black', 'White', '.', '.', '.', '?', '?', 'Black', 'White', 'Black', 'White', 'Black', 'Black', '.', '.', '?', '?', 'Black', 'Black', 'Black', 'Black', 'Black', 'Black', '.', '.', '?', '?', '.', 'White', 'Black', 'Black', 'Black', '.', '.', '.', '?', '?', '.', '.', 'Black', 'Black', '.', 'Black', '.', '.', '?', '?', '.', '.', 'Black', '.', '.', '.', 'Black', '.', '?', '?', '.', '.', 'Black', '.', '.', '.', '.', '.', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?']",Lefty Black
28,White,74,"['?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', 'Black', 'Black', 'Black', 'Black', '.', '.', '.', '.', '?', '?', 'Black', 'Black', 'White', 'Black', 'White', '.', '.', '.', '?', '?', 'Black', 'White', 'Black', 'White', 'Black', 'Black', '.', '.', '?', '?', 'Black', 'Black', 'Black', 'White', 'Black', 'Black', '.', '.', '?', '?', '.', 'White', 'Black', 'White', 'Black', '.', '.', '.', '?', '?', '.', '.', 'White', 'White', '.', 'Black', '.', '.', '?', '?', '.', '.', 'Black', 'White', '.', '.', 'Black', '.', '?', '?', '.', '.', 'Black', '.', '.', '.', '.', '.', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?']",Lefty Black
29,Black,84,"['?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', 'Black', 'Black', 'Black', 'Black', '.', '.', '.', '.', '?', '?', 'Black', 'Black', 'White', 'Black', 'White', '.', '.', '.', '?', '?', 'Black', 'White', 'Black', 'Black', 'Black', 'Black', '.', '.', '?', '?', 'Black', 'Black', 'Black', 'Black', 'Black', 'Black', '.', '.', '?', '?', '.', 'White', 'Black', 'Black', 'Black', '.', '.', '.', '?', '?', '.', '.', 'White', 'Black', '.', 'Black', '.', '.', '?', '?', '.', '.', 'Black', 'Black', '.', '.', 'Black', '.', '?', '?', '.', '.', 'Black', 'Black', '.', '.', '.', '.', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?']",Lefty Black
30,White,65,"['?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', 'Black', 'Black', 'Black', 'Black', '.', '.', '.', '.', '?', '?', 'Black', 'Black', 'White', 'Black', 'White', '.', '.', '.', '?', '?', 'Black', 'White', 'Black', 'Black', 'White', 'Black', '.', '.', '?', '?', 'Black', 'Black', 'White', 'Black', 'White', 'Black', '.', '.', '?', '?', '.', 'White', 'Black', 'White', 'White', '.', '.', '.', '?', '?', '.', '.', 'White', 'White', 'White', 'Black', '.', '.', '?', '?', '.', '.', 'Black', 'Black', '.', '.', 'Black', '.', '?', '?', '.', '.', 'Black', 'Black', '.', '.', '.', '.', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?']",Lefty Black
31,Black,62,"['?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', 'Black', 'Black', 'Black', 'Black', '.', '.', '.', '.', '?', '?', 'Black', 'Black', 'White', 'Black', 'White', '.', '.', '.', '?', '?', 'Black', 'White', 'Black', 'Black', 'White', 'Black', '.', '.', '?', '?', 'Black', 'Black', 'White', 'Black', 'White', 'Black', '.', '.', '?', '?', '.', 'Black', 'Black', 'White', 'White', '.', '.', '.', '?', '?', '.', 'Black', 'Black', 'Black', 'Black', 'Black', '.', '.', '?', '?', '.', '.', 'Black', 'Black', '.', '.', 'Black', '.', '?', '?', '.', '.', 'Black', 'Black', '.', '.', '.', '.', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?']",Lefty Black
32,White,51,"['?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', 'Black', 'Black', 'Black', 'Black', '.', '.', '.', '.', '?', '?', 'Black', 'Black', 'White', 'Black', 'White', '.', '.', '.', '?', '?', 'Black', 'White', 'Black', 'Black', 'White', 'Black', '.', '.', '?', '?', 'Black', 'Black', 'White', 'Black', 'White', 'Black', '.', '.', '?', '?', 'White', 'White', 'White', 'White', 'White', '.', '.', '.', '?', '?', '.', 'Black', 'Black', 'Black', 'Black', 'Black', '.', '.', '?', '?', '.', '.', 'Black', 'Black', '.', '.', 'Black', '.', '?', '?', '.', '.', 'Black', 'Black', '.', '.', '.', '.', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?']",Lefty Black
33,Black,61,"['?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', 'Black', 'Black', 'Black', 'Black', '.', '.', '.', '.', '?', '?', 'Black', 'Black', 'White', 'Black', 'White', '.', '.', '.', '?', '?', 'Black', 'White', 'Black', 'Black', 'White', 'Black', '.', '.', '?', '?', 'Black', 'Black', 'Black', 'Black', 'White', 'Black', '.', '.', '?', '?', 'Black', 'Black', 'White', 'White', 'White', '.', '.', '.', '?', '?', 'Black', 'Black', 'Black', 'Black', 'Black', 'Black', '.', '.', '?', '?', '.', '.', 'Black', 'Black', '.', '.', 'Black', '.', '?', '?', '.', '.', 'Black', 'Black', '.', '.', '.', '.', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?']",Lefty Black
34,White,72,"['?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', 'Black', 'Black', 'Black', 'Black', '.', '.', '.', '.', '?', '?', 'Black', 'Black', 'White', 'Black', 'White', '.', '.', '.', '?', '?', 'Black', 'White', 'Black', 'Black', 'White', 'Black', '.', '.', '?', '?', 'Black', 'White', 'Black', 'Black', 'White', 'Black', '.', '.', '?', '?', 'Black', 'White', 'White', 'White', 'White', '.', '.', '.', '?', '?', 'Black', 'White', 'White', 'Black', 'Black', 'Black', '.', '.', '?', '?', '.', 'White', 'Black', 'Black', '.', '.', 'Black', '.', '?', '?', '.', '.', 'Black', 'Black', '.', '.', '.', '.', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?']",Lefty Black
35,Black,81,"['?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', 'Black', 'Black', 'Black', 'Black', '.', '.', '.', '.', '?', '?', 'Black', 'Black', 'White', 'Black', 'White', '.', '.', '.', '?', '?', 'Black', 'White', 'Black', 'Black', 'White', 'Black', '.', '.', '?', '?', 'Black', 'White', 'Black', 'Black', 'Black', 'Black', '.', '.', '?', '?', 'Black', 'White', 'White', 'Black', 'White', '.', '.', '.', '?', '?', 'Black', 'White', 'Black', 'Black', 'Black', 'Black', '.', '.', '?', '?', '.', 'Black', 'Black', 'Black', '.', '.', 'Black', '.', '?', '?', 'Black', '.', 'Black', 'Black', '.', '.', '.', '.', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?']",Lefty Black
36,White,15,"['?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', 'Black', 'Black', 'Black', 'Black', 'White', '.', '.', '.', '?', '?', 'Black', 'Black', 'White', 'White', 'White', '.', '.', '.', '?', '?', 'Black', 'White', 'White', 'Black', 'White', 'Black', '.', '.', '?', '?', 'Black', 'White', 'Black', 'Black', 'Black', 'Black', '.', '.', '?', '?', 'Black', 'White', 'White', 'Black', 'White', '.', '.', '.', '?', '?', 'Black', 'White', 'Black', 'Black', 'Black', 'Black', '.', '.', '?', '?', '.', 'Black', 'Black', 'Black', '.', '.', 'Black', '.', '?', '?', 'Black', '.', 'Black', 'Black', '.', '.', '.', '.', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?']",Lefty Black
37,Black,71,"['?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', 'Black', 'Black', 'Black', 'Black', 'White', '.', '.', '.', '?', '?', 'Black', 'Black', 'White', 'White', 'White', '.', '.', '.', '?', '?', 'Black', 'White', 'White', 'Black', 'White', 'Black', '.', '.', '?', '?', 'Black', 'White', 'Black', 'Black', 'Black', 'Black', '.', '.', '?', '?', 'Black', 'White', 'Black', 'Black', 'White', '.', '.', '.', '?', '?', 'Black', 'Black', 'Black', 'Black', 'Black', 'Black', '.', '.', '?', '?', 'Black', 'Black', 'Black', 'Black', '.', '.', 'Black', '.', '?', '?', 'Black', '.', 'Black', 'Black', '.', '.', '.', '.', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?']",Lefty Black
38,White,82,"['?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', 'Black', 'Black', 'Black', 'Black', 'White', '.', '.', '.', '?', '?', 'Black', 'Black', 'White', 'White', 'White', '.', '.', '.', '?', '?', 'Black', 'White', 'White', 'Black', 'White', 'Black', '.', '.', '?', '?', 'Black', 'White', 'Black', 'Black', 'Black', 'Black', '.', '.', '?', '?', 'Black', 'White', 'Black', 'Black', 'White', '.', '.', '.', '?', '?', 'Black', 'White', 'Black', 'White', 'Black', 'Black', '.', '.', '?', '?', 'Black', 'White', 'White', 'Black', '.', '.', 'Black', '.', '?', '?', 'Black', 'White', 'Black', 'Black', '.', '.', '.', '.', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?', '?']",Lefty Black
